station_code,total_packages,latitude,longitude
DGO2,239,-16.653975815276272,-49.28491415525586
DSP5,238,-22.93194422021161,-47.12400132235573
DCE3,238,-3.8892011442397183,-38.62255232919554
DSP2,239,-23.52816240375506,-46.60671074300599
DMG2,238,-19.858014522986586,-43.91686071128821
DSP4,237,-23.713441098249536,-46.54787167757767
DPR2,236,-25.421540897857483,-49.338518605765614
DPE4,236,-8.049449382996364,-34.967846079322804
DSP5,236,-23.057279300335264,-47.213269180804105
XSP7,235,-23.011106928082686,-46.82696995893284
DBS5,235,-15.747212858516352,-47.84758531930403
DBH5,235,-19.98298348180779,-43.855653254971365
DPE4,234,-8.001838737665771,-34.92592470421886
DRS5,232,-30.007756196768195,-51.128994771901425
DRJ3,231,-22.834140899139467,-43.30177343724978
DRJ3,231,-22.90035098828093,-43.260334737800775
DSP4,231,-23.660834218421197,-46.524891475739025
DSA8,231,-12.89553279623634,-38.35490385400042
XCP1,230,-22.768692891610222,-47.14047946359889
DRJ3,230,-22.99530060645161,-43.37019737930096
XBA1,230,-12.242656244053356,-38.95739475814233
DSP2,229,-23.440215592294784,-46.4112783925883
DSP2,229,-23.510605625409106,-46.52048673157223
DBR9,229,-23.609590216898447,-46.93039335637841
XSJ1,229,-23.276656735918344,-45.956326822857015
