station_code,total_packages,latitude,longitude
DMG2,229,-19.835602746684376,-43.916320993144105
XCS1,229,-29.226062881189577,-51.35279945815025
DES2,228,-20.32523229558191,-40.32820713204938
DGO2,227,-16.643665311768487,-49.26359002443759
DCE3,227,-3.782489158594406,-38.51672043469229
DRJ3,227,-22.953004705568905,-43.32614499779623
DRJ3,227,-22.822743008764125,-43.323011230235394
XCS1,226,-29.150340926878233,-51.2009930803629
DES2,226,-20.64714996140059,-40.48422075473414
DPR2,226,-25.45421567591474,-49.318346661598575
DRJ3,226,-23.003388127463136,-43.477972751941394
DBS5,226,-15.67799559873314,-47.845593515988234
XCP1,251,-22.758123602357163,-47.35377439096209
DSA8,224,-12.942645815104763,-38.35559506232108
DBS5,224,-15.796258485487607,-48.03874270039409
DBR9,281,-23.61975961259237,-46.716534661205515
DRS5,223,-30.047124779066827,-51.23707565140948
DBS5,223,-15.757798536785414,-47.868977737335605
DSP4,222,-23.66860906871931,-46.58941786278897
DSP5,221,-22.969539016232385,-47.01823326686767
DGO2,220,-16.732795934496245,-49.30836837293382
DSP2,220,-23.48716901772658,-46.56265489885128
DSP5,220,-22.837768085194924,-47.05705791824974
DRJ3,220,-22.973615205683267,-43.36967347055306
DSP4,218,-23.690043788094716,-46.59004938989741
DBR9,218,-23.47317587148487,-46.862088142513464
DSP5,217,-22.971595245557815,-46.975527226919105
DPR2,217,-25.462586088271067,-49.19078151451116
DBS5,217,-15.690477173743389,-47.82486543006077
DSP5,216,-22.94793439828802,-47.01758858232415
DMG2,216,-19.84378036860998,-44.02351918039533
XSP9,215,-22.742861156053745,-47.652133122174924
DCE3,215,-3.7213728652986577,-38.578399063241946
DBS5,215,-15.856766585674725,-47.977261981290056
XBA1,215,-12.254951332722417,-38.89423389340272
DBR9,215,-23.555396516920617,-46.714628078421114
DBS5,215,-15.87594328944109,-48.06213757234975
DGO2,214,-16.7556257986993,-49.30907893492266
DBS5,214,-15.841344219829228,-47.80811138837377
DMG2,214,-19.86618868067107,-44.02406249099361
DGO2,214,-16.664282390473513,-49.306236962735724
DBS5,214,-15.835638757696442,-47.934482920018404
DSP5,213,-22.84754909803769,-47.07872510289769
DBS5,213,-15.8643957052905,-47.80877425580795
DBS5,213,-15.734732462755899,-47.86831307457604
DBR9,213,-23.461414923532075,-46.88314568276764
DPR2,212,-25.48065002506365,-49.234029271357855
DES2,212,-20.302909996154916,-40.32778924165405
XSP9,212,-22.711510435616656,-47.62983569346263
DSP2,211,-23.508651678388226,-46.56328537181662
XSP7,211,-23.215029090909223,-46.854409219621544
DSP4,211,-23.73486549299854,-46.54850189676031
DRJ3,211,-22.994208169165425,-43.413203269970026
XBA1,210,-12.254319908680204,-38.97869401144473
DMG2,209,-19.879216923892518,-43.96017564295761
DPE4,209,-7.9899566414013155,-34.90508118191361
DBR9,208,-23.48289338386271,-46.88378654085224
XRJ2,208,-22.960243334322275,-43.02507162246417
XSJ1,208,-23.25687776071594,-45.91286853596283
DPR2,208,-25.409065594928826,-49.210254440159154
DCE3,208,-3.8429656810829425,-38.49673708605348
DSP5,208,-22.9499896174048,-46.974883920783185
DSP5,206,-22.94379031894598,-47.102980876833655
XSJ1,206,-23.18225324153612,-45.8893142175897
XCP1,206,-22.738613382015355,-47.310473351596755
DMG2,205,-19.954542162428456,-44.06901054343146
XSP7,205,-23.169895882391348,-46.89586518178253
DES2,205,-20.34721370865175,-40.37144607482275
XSP9,205,-22.410165685463326,-47.57795642318376
DRS5,205,-30.097297070984457,-51.21781824651639
DMG2,206,-19.955773665578604,-44.026236100194055
XSP9,204,-22.4221161795802,-47.55699176829099
DRS5,204,-29.7827963000469,-51.141223535514754
DSP4,204,-23.69578897561879,-46.697363745513954
DSA8,203,-12.883850338090125,-38.333622292182895
DMG2,202,-19.847407396831706,-43.89520350036734
DBR9,202,-23.547295356308,-46.885709371431965
XSP9,201,-22.38844316451823,-47.577294313301095
DRJ3,201,-22.93607255900484,-43.56238441250341
XSP7,201,-23.212995815436567,-46.897147170227356
DBS5,201,-15.761575859936139,-47.78472648697997
DSP2,202,-23.45198547218064,-46.62589229572798
DPR2,200,-25.52231689585411,-49.23546529648131
XSP9,200,-22.400395758126937,-47.55633031713352
DMG2,199,-19.81076939624204,-44.001320828615704
DGO2,199,-16.65174213438154,-49.32684739563754
DCE3,199,-4.180501962298984,-38.45986659832105
DES2,198,-20.169829820219583,-40.19686588051032
DSP2,198,-23.500836977202848,-46.498771287856414
DSP2,198,-23.405070193228912,-46.47454494299867
XSP7,198,-23.03637929313694,-46.977457402250245
DPR2,197,-25.475055258565583,-49.31906725491573
DRJ3,197,-22.856924277931824,-43.25929454780916
DPE4,195,-8.275838821359816,-35.03224055289054
XRJ2,195,-22.871409688688114,-43.10903925300448
DPE4,195,-8.121058717755611,-34.92705085819711
DPB3,195,-7.1426545301606525,-34.91782768335962
XRJ2,194,-22.905490114439885,-43.04529683205407
DRJ3,194,-22.88124731299036,-43.58255421080607
XCP1,194,-22.77847143758639,-47.16214013823232
XSP7,202,-23.014790087488276,-46.97681396764853
DBS5,193,-15.84620451015361,-47.955872930245306
DPE4,193,-8.097140396440444,-34.96829941637526
DGO2,193,-16.672341446765703,-49.369485008119504
DSA8,193,-12.954324619982453,-38.37687981193843
DGO2,192,-16.714422482571432,-49.22376909867508
DPR2,192,-25.51952280362524,-49.277991006333934
DRS5,192,-30.03500360219578,-51.15139768524404
DRS5,192,-29.829583925684958,-51.16439964094903
DPE4,191,-8.109022991846112,-34.9891527821971
DSP5,191,-22.938158798325126,-46.995914974586206
DBS5,191,-15.778958928966277,-47.91175976223278
DBR9,191,-23.56512437786926,-46.73633605932477
DES2,191,-20.14716577198703,-40.23925480979718
DPR2,191,-25.394459806468852,-49.27367553827225
DSP5,191,-22.883087769448174,-47.01565478602806
XRJ4,190,-22.510809550384153,-43.16501948358336
DRS5,190,-29.907234010845915,-51.16753230944183
DSA8,189,-12.977676557328381,-38.41945441111269
DES2,189,-20.225231513525063,-40.262110894426435
DBS5,189,-15.631832192881525,-47.8442658641598
DCE3,189,-3.867030101447048,-38.49708315017657
XCS1,189,-29.15390388698947,-51.158609644972756
DGO2,189,-16.63335088334975,-49.242264576065686
DPE4,188,-7.954227689407233,-34.88401648784957
DBR9,188,-23.49098319956713,-46.712721877363435
DSP2,188,-23.534026915877188,-46.47831069283944
DGO2,188,-16.737260006006323,-49.2244770339198
DSP5,188,-22.97723312000809,-47.08260508754517
DSP4,187,-23.678339355493126,-46.61113526802296
DRJ3,187,-22.919919174037755,-43.34686284411331
XSJ1,186,-23.17409876559665,-45.8247351200874
XSP9,186,-22.558836615353318,-47.43312996890794
DSP2,186,-23.45000630130919,-46.43299535704467
DSP5,185,-22.955632767853494,-47.08195831592423
DPR2,185,-25.484066426838375,-49.34068230090462
DSA8,185,-12.895126626300145,-38.439350084878214
DSP2,185,-23.414856451203864,-46.496258085589325
XSJ1,184,-23.190379400837305,-45.95388546759578
DPR2,184,-25.516070269344013,-49.17130355215416
DRS5,184,-29.946021249602197,-51.16909894879897
XSP9,184,-22.730932574279166,-47.67309999362343
XSJ1,183,-23.184015400141234,-45.84646458640501
DSA8,183,-12.695278801266658,-38.33086432113948
DBS5,182,-15.644315958192756,-47.82353906153107
DSA8,182,-12.918686651727478,-38.439698590313725
XSJ1,182,-23.268546277896295,-45.89174705938966
DES2,182,-20.324895874118422,-40.371026677432916
DRS5,182,-29.887830938421107,-51.16674906604794
XSP9,182,-22.709293140128647,-47.67243450394873
XSP7,181,-23.1873500028843,-46.98196264393737
DSP2,181,-23.453954419597494,-46.58310491177165
DPE4,181,-8.180690520955533,-34.90687743113986
DPB3,180,-7.154674814119876,-34.897234065517516
XSP9,180,-22.549066688369603,-47.41149088240937
XPB1,180,-7.221393358527263,-35.93546517095152
DSP5,180,-22.818192064139883,-47.01372137564716
DGO2,180,-16.69517851230841,-49.37019738732987
DPR2,179,-25.447991227081715,-49.254213923131644
DGO2,179,-16.674585033967443,-49.32755844109458
DGO2,178,-16.74756383306499,-49.24580713669843
DRS5,178,-29.704979943054173,-51.13809475537427
DBR9,177,-23.599898548690046,-46.90869275729707
DES2,177,-20.658092042288477,-40.505856117831904
XSP9,176,-22.582672177100143,-47.39116352719506
DBS5,176,-15.848118908033182,-47.91375811895734
XRJ4,176,-22.521195430757295,-43.186768338642715
DRS5,175,-29.95391017256533,-51.19071246199696
XSP7,175,-23.19348090588552,-46.853769586557334
DES2,174,-20.358539966479174,-40.35024468146649
DBR9,174,-23.479241819013843,-46.7337916825908
DSA8,174,-12.930360591387517,-38.46098789273707
DSP4,174,-23.68407238283037,-46.71844162582711
DSA8,173,-12.942243840511304,-38.44004711953114
DRS5,173,-29.83317362807959,-51.12195668229177
DSA8,173,-12.670596105284746,-38.541585029961425
DCE3,173,-3.8527813798051875,-38.642882710550076
DBS5,173,-15.654915748005335,-47.84492966837187
DSA8,172,-12.895333105162917,-38.3971250454977
DPB3,171,-6.975787970374099,-34.833464286282684
DRJ3,171,-22.98713871188831,-43.262415542832265
XSP9,171,-22.745074670475475,-47.609529105869136
DBS5,170,-15.912377920093602,-47.767959483984654
XBA1,170,-12.23099075256593,-38.936097046651035
XRJ2,170,-22.937546180421702,-43.06757253238463
DPB3,169,-7.1665378200165595,-34.91805233330338
DBS5,169,-15.8307607073574,-47.78671277173222
DRS5,169,-30.066472304062458,-51.23786125155391
DES2,169,-20.23624149687496,-40.28372390643237
XCP1,169,-22.817538941516872,-47.248775214254614
XSJ1,168,-23.172342718843286,-45.86758624492862
DPR2,167,-25.53133405728073,-49.25708853268786
XCP1,166,-22.726722380052625,-47.33146969847462
DGO2,165,-16.74308982778903,-49.329691853402686
DES2,165,-20.202887872152182,-40.26169535038645
XRJ2,164,-22.961231099018494,-42.98205583861741
DRS5,164,-29.973290534507488,-51.19149652507134
DBS5,164,-15.819307174316718,-48.03941278974801
DCE3,164,-3.81953168209994,-38.45469484293681
DSP4,164,-23.744592271390722,-46.57022335556103
XSP7,164,-23.22478565272806,-46.87609906206628
DSP2,163,-23.461715262376597,-46.411903884388146
DSP5,163,-22.95770532037603,-47.0392614745073
DCE3,163,-3.8800028949683707,-38.434707944562795
DBS5,162,-15.869248792707266,-47.95654046100887
DES2,162,-20.258578038975536,-40.28414023252262
DSP5,162,-23.131687997303825,-47.23689165360662
DBR9,161,-23.613692540156688,-46.84486628556691
DGO2,161,-16.749788676538902,-49.203852935929085
DBR9,161,-23.537587641430992,-46.86400883318712
XSP9,160,-22.560984837044703,-47.390507226818876
DCE3,160,-3.7102980891908808,-38.51568042802761
DBR9,160,-23.488977958550223,-46.75549616731243
XPB1,160,-7.269249197565236,-35.93598463570774
DBS5,160,-15.852904770757592,-48.06146671276422
DRS5,159,-30.15527529974854,-51.22017365884475
XPB1,159,-7.197708332802742,-35.893624011494055
DPR2,158,-25.376380347176806,-49.23044003294683
DPE4,157,-8.299676374412869,-35.032469507119295
DGO2,157,-16.82633477612678,-49.26926401822728
DBS5,157,-16.017978640861685,-47.98194040015088
XBA1,157,-12.230670902708633,-38.978327284423855
XSP7,157,-22.999299646673496,-46.84801480654192
DBR9,156,-23.481240853162436,-46.69101541155075
DPE4,156,-8.085177637160108,-34.988925383071745
DBS5,156,-15.807702837672029,-47.786050633493744
DSP5,155,-22.926324315117956,-47.016943940672455
DSP5,155,-23.102527008063955,-47.17188232078686
DRS5,154,-30.158900011955982,-51.17771910305501
DPE4,153,-8.108360684002921,-35.279702814772655
DPE4,153,-7.941984081642918,-35.0290368280854
XGA2,153,-16.29273981408875,-48.958621148103
DRJ3,152,-22.815564385708633,-43.17225512304757
XCP1,152,-22.872659157181825,-47.22907163242672
XRJ2,152,-22.959243983834437,-43.06808617774031
DBS5,152,-16.00550212780893,-48.00266411132805
DBS5,151,-15.889332475149036,-47.76729785864363
DES2,151,-20.336224810384373,-40.34982600881767
DSP5,150,-22.80634284874596,-47.034744912749105
DPE4,150,-8.061413037235651,-34.94722265072313
DGO2,150,-16.64809859612421,-49.17969325766971
DSP2,150,-23.448078029432885,-46.4758000251265
XRJ2,150,-22.915842898183467,-43.067058922039976
DBS5,150,-15.818288976582338,-47.80744856430431
DBH5,149,-20.005364439844644,-43.85619106255522
DPR2,149,-25.540346126261653,-49.27871041615301
DPE4,149,-8.001753626084238,-34.9673928039166
DPR2,149,-25.451401864308117,-49.360852089782426
DMG2,149,-19.801375772020066,-43.93689684892087
DSA8,149,-12.918892087500858,-38.3974720944553
DSP5,148,-22.863512485430185,-46.97231112433552
DSP4,148,-23.73289640680361,-46.59131257071637
DRJ3,148,-22.904090963491534,-43.54009209854266
DPE4,147,-8.204526805275984,-34.90710203101045
DPE4,147,-8.00157094067942,-35.05035097402433
DPE4,146,-7.942345540402294,-34.86317882958709
DPE4,146,-8.013720556950377,-34.946770789901585
XCS1,146,-29.178005721114648,-51.223356833220365
DRJ3,146,-22.835202725217965,-43.25877450593204
DBS5,146,-15.86732498042308,-47.99865006725601
DGO2,145,-16.716640545428096,-49.18181291203213
DPR2,145,-25.46086134484037,-49.53151837968559
DGO2,145,-16.780691416950496,-49.267845244374975
XSP9,145,-22.378669982717234,-47.55566890976684
DPR2,144,-25.50148639211174,-49.23474726036095
DSP4,180,-23.604271316257854,-46.587523534618924
DRS5,144,-29.77486603450263,-51.11961156653622
DBS5,144,-15.866283258589167,-47.76663627660305
DCE3,143,-3.8910947764693575,-38.49742923761436
DBH5,143,-19.993580199061864,-43.87731524174117
XGA2,143,-16.315662953458794,-48.95932044863857
DPR2,142,-25.495888983370143,-49.31978789548383
XSP7,142,-23.201202252292916,-46.91819321441833
DPR2,142,-25.48967436454252,-49.25565113361045
XSP7,141,-23.15192040600362,-47.04507157384623
DPR2,141,-25.37982795883996,-49.337076378718436
DPE4,141,-8.287791481677028,-35.011605985985064
DCE3,141,-3.7935690295993916,-38.57944549145334
DPE4,141,-7.966191641402854,-34.8634018476041
DMG2,141,-19.921574207454697,-44.046807372367795
DSP5,140,-23.098288761623742,-47.25725469732976
DPB3,140,-7.130468216425758,-34.97984208065049
DRJ3,140,-22.887898470649603,-43.32457795402507
DBS5,139,-15.850025430208044,-47.87163682300191
DBR9,138,-23.590202125505474,-46.88699147213117
DSP2,138,-23.457857843189682,-46.49751460273434
XSP7,138,-23.175543839988208,-47.003001046814674
DBS5,137,-15.71166266160832,-47.86764845527111
DPE4,137,-8.120734976095395,-35.092995723678264
DPR2,137,-25.382631191028366,-49.29457149313098
XSJ1,137,-23.205597711153576,-45.84707132928643
DRJ3,136,-22.88238466875412,-43.539562524378375
DBS5,135,-15.911464360300403,-48.04209358478288
DBR9,135,-23.46345362336484,-46.840389071621054
DPE4,135,-7.954308749401213,-34.842566045674225
DRJ3,135,-22.96331214589855,-43.34790906520545
DBS5,135,-15.81542649714497,-48.12359367485758
DES2,134,-20.1474746996568,-40.19645262546343
XCS1,134,-29.18960723372966,-51.20255965075568
XSJ1,134,-23.2119570238257,-45.95449574501573
XCP1,134,-22.71696167880053,-47.3098194830255
DES2,134,-20.680336866526453,-40.506280384542244
XSJ1,134,-23.223635648516296,-45.93337856938614
DPR2,133,-25.391661811475117,-49.31618516510858
XBA1,132,-12.219006373075832,-38.957028769495885
XSP7,132,-23.046143368491418,-46.99913527341803
DRS5,132,-30.124477008176367,-51.24021835792388
XGA2,132,-16.35111150960421,-48.9393799317824
DBS5,132,-15.838468289310216,-48.12426644934718
DBR9,132,-23.516122621868764,-46.86336856027893
DPR2,132,-25.498693615846232,-49.277271643705696
DBS5,132,-15.79238095612936,-48.12292094426815
DSP5,131,-22.963303005748376,-47.1463172304794
XGA2,131,-16.30527122889714,-48.93798253821897
XSP7,131,-23.207283592676006,-46.78997323416047
DRS5,130,-29.821666725495522,-51.14278823032994
DPR2,130,-25.420881440638745,-49.1893484271999
DSA8,130,-12.919090723599206,-38.35524944636718
DGO2,130,-16.776203791509623,-49.35172589471181
DPE4,130,-8.03748334110376,-34.98847063120718
XSP9,130,-22.43188285076103,-47.57861857689708
XCP1,129,-22.766601250676295,-47.18315021500907
XSJ1,129,-23.20206039698939,-45.93276897387111
DBS5,129,-15.641155989818651,-47.63361100866294
XSP7,128,-22.989506046208195,-46.82633142190844
XSP9,131,-22.746229770816846,-47.37476771173952
DSA8,128,-12.825227540261285,-38.2694452996497
DBS5,128,-15.798185501397288,-47.99664363515198
DBS5,128,-15.66739842000054,-47.824202224110785
DBR9,128,-23.5104537052263,-46.75613291257233
XSP9,127,-22.592440254529595,-47.412804849494684
XCS1,127,-29.16550053178278,-51.137804768924944
DRS5,127,-29.965405413169577,-51.16988234477155
DRS5,127,-29.724443466962857,-51.138876874234796
DBS5,127,-15.898978041762247,-48.062808475739004
DMG2,185,-20.00053712604753,-44.02732312492933
DSP5,126,-23.119846577468937,-47.257907268588
XCP1,126,-22.781900517147598,-47.31178121893219
DBR9,126,-23.52018185908426,-46.77783746956431
DGO2,126,-16.753379774930316,-49.35101399812433
DSP5,125,-22.885139953141426,-46.97295425924126
DGO2,124,-16.704111812754995,-49.20243835739994
DBR9,124,-23.603988402261997,-46.823161551427624
DPE4,124,-7.918580485645053,-34.821511253223704
XCP1,124,-22.790338012176566,-47.14112793194022
XCP1,123,-22.81541683744032,-47.291434713794125
DBR9,123,-23.58253916941742,-46.82252253544171
DSP4,123,-23.62572282897817,-46.5881549351538
DBH5,177,-19.967578383815983,-44.00511938624503
XSP9,122,-22.580522840231094,-47.43378763533512
DGO2,122,-16.623032533426436,-49.22093781592714
DGO2,122,-16.631127096427452,-49.28420444467949
DRS5,122,-29.992664590795123,-51.19228063904757
DSA8,122,-12.848791782445375,-38.26978790835287
XRJ2,122,-22.928189532826522,-43.002796708605516
DBH5,137,-20.01233742632311,-44.00620501821598
XCP1,121,-22.793783590113843,-47.290781378283604
DRJ3,121,-22.908526103196827,-43.368101958248126
XGA2,121,-16.338582208684098,-48.960019794523305
DPR2,121,-25.579165243300803,-49.322670930354064
XCS1,121,-29.142303178595338,-51.17941134735661
DPR2,121,-25.450774786277982,-49.211688808302924
DES2,120,-20.302573129117302,-40.370607308828134
DBR9,120,-23.60194923127421,-46.865929908062824
XCP1,150,-22.736478411623608,-47.35311911009156
DPE4,120,-7.942425603884427,-34.82173282727056
DBR9,119,-23.525833604121253,-46.88506838518028
DCE3,119,-4.095962878852889,-38.47951519666006
XRJ2,118,-22.94789179168027,-43.08933578791501
DRS5,118,-29.689083556325322,-51.09487427145893
DSP2,118,-23.424638005595206,-46.5179706599751
DSP5,158,-23.002965963760342,-46.99784702530019
DRJ3,117,-22.902953328055375,-43.583085235193025
XRJ2,117,-22.96220727578654,-42.93903887464124
DBR9,117,-23.514075785567787,-46.90612587427958
DBS5,116,-16.037107096872802,-48.06683481618301
XCP1,115,-22.88452342871963,-47.20806184385135
DCE3,115,-3.855312407397297,-38.47606049062791
DRJ3,115,-23.02394288392627,-43.52150416061323
DSA8,115,-12.954124157053489,-38.419106574564125
DCE3,115,-4.107686910431142,-38.500545074100614
DSP5,115,-22.861461315142908,-47.01501027302711
DPE4,115,-8.073212485608272,-35.00955246783423
XCP1,115,-22.770013852848905,-47.332778891592895
DSA8,115,-12.73074891173984,-38.3102782635447
DPR2,114,-25.40970780974895,-49.35940839760686
DSP2,114,-23.49299363887407,-46.43424781905099
DRJ3,114,-22.793831506594504,-43.171738062833356
DES2,114,-20.3921697124278,-40.32946097537237
DGO2,114,-16.678113949077673,-49.47462410171585
DGO2,113,-16.76009353145215,-49.22518501499611
XCP1,113,-22.723296832436745,-47.181850661001334
DBR9,113,-23.471493781317545,-46.66930832187055
DCE3,113,-3.9046893899306414,-38.39335629409001
DBS5,113,-15.909521675182843,-48.0841926424558
DCE3,113,-3.902813182093539,-38.51845424623124
DPR2,112,-25.441736692122074,-49.19006494733819
XSJ1,111,-23.197429550180296,-45.78248424831169
XCP1,110,-22.744951754008568,-47.18250041642257
XSP7,113,-23.024557406055184,-46.998491127925504
DBS5,110,-15.665511904317711,-47.86631934700882
XBA1,110,-12.277966284578541,-38.97906076343751
XCP1,110,-22.798014530992948,-47.2054592130458
DSP2,110,-23.491063614032157,-46.477055275062604
DRS5,109,-29.77128024934149,-51.162050673376484
XCP1,109,-22.756824127109024,-47.16149100461203
DGO2,109,-16.799023800612087,-49.35243783733806
DGO2,109,-16.6812673940429,-49.20173113682539
DES2,109,-20.225543963205567,-40.21930258255173
DPR2,109,-25.453546494320875,-49.169155631988055
DBS5,108,-15.839450276721019,-47.85024166496632
DBS5,108,-15.837548453907779,-47.892365523534735
DSP5,108,-22.910333974053223,-47.12335326118689
DSA8,108,-12.707169636458756,-38.309934315708716
DCE3,108,-3.9157856310400208,-38.456073466621476
DPE4,108,-8.013544114823095,-35.029723083814076
XSP7,107,-23.02089730221044,-46.84865405614281
DPR2,107,-25.46883572487775,-49.25493250479843
XSJ1,107,-23.160666176454125,-45.88870610914457
DBS5,107,-16.03905440394443,-48.024725170463384
DRS5,107,-30.128106312894,-51.19777086252509
DRS5,107,-29.666034034640145,-51.13653066997448
DCE3,106,-3.8644969408042495,-38.66391535021219
XCP1,106,-22.81964991800659,-47.20610980591553
XRJ2,106,-22.883778536588615,-43.04478400337808
XSP9,106,-22.675711936153906,-47.69273235441927
DBS5,106,-15.759691120587272,-47.82685530817314
DBS5,106,-15.803919477173352,-47.870307193234986
DES2,106,-20.18085274470418,-40.21847448013602
DCE3,105,-3.9015517913090294,-38.60187107857663
DPB3,105,-7.1543551047923355,-34.980068862495514
DSA8,105,-12.71885999815707,-38.331208985189676
DGO2,105,-16.641436579406403,-49.305526584578345
DBS5,105,-15.888430712287251,-48.04142332037308
DBS5,104,-15.785696834210835,-48.01735929404178
DPR2,104,-25.534122869310046,-49.21455810948472
XSJ1,104,-23.309881356790722,-45.935817360369974
XRJ4,104,-22.509773800630796,-43.20799952039407
DCE3,103,-3.7954688526460627,-38.45435024506246
DBS5,103,-15.88648959254148,-48.0835210565677
XSJ1,103,-23.317966306452785,-46.00039534186173
DRS5,103,-29.996271826651956,-51.14983187229647
DSP5,103,-22.904708770806984,-47.01629934190847
DSA8,103,-12.86047982545409,-38.29106431369738
DBS5,103,-16.003561121783818,-48.04477508020543
DMG2,103,-19.97692587762857,-44.069555466251614
DGO2,102,-16.606044420133035,-49.325425442666486
XCP1,102,-22.827294133917107,-47.27043204688715
DBS5,102,-15.766475456923786,-47.93248264129621
DBR9,102,-23.619277127499014,-46.95209326318216
DSP5,102,-23.194186658929723,-47.2815341035418
DBS5,102,-15.635585097587285,-47.76002283682594
DES2,101,-20.280582791751232,-40.327371379943344
XSJ1,101,-23.14898577780903,-45.90982417354293
DBR9,101,-23.506406898282485,-46.84166806236752
XSP9,101,-22.689864429273428,-47.62917160812667
XRJ4,101,-22.499389417468997,-43.18625102622113
DPR2,101,-25.653363649067042,-49.3039321305628
DPR2,101,-25.546539226996842,-49.34284642163163
DBR9,100,-23.59224657525536,-46.84422655561538
DPB3,100,-7.095046771413334,-34.8759719597806
XSP7,100,-23.236571759165816,-46.8550488953133
DRS5,100,-30.093663189361514,-51.260258673206195
DRJ3,100,-22.825910880120247,-43.194014412199294
DRS5,100,-29.86051196700522,-51.14435312835808
DGO2,100,-16.658418992422078,-49.20102396203853
DRJ3,99,-22.792793128940154,-43.21473701628072
DSP5,99,-23.18234679974465,-47.30254805683466
DPR2,99,-25.495234873558825,-49.17058753175597
DRJ3,99,-22.956620912152598,-43.605910641761696
XRJ4,99,-22.531577012810022,-43.20851757762879
DPE4,98,-8.132942813774411,-34.94790055718698
XSP9,98,-22.73433236337745,-47.39575884862842
DBH5,98,-20.002971230884135,-43.94176157043305
DES2,98,-20.135502989870414,-40.303253157429516
DSP2,98,-23.498889233772264,-46.541571801861224
DRS5,98,-30.151047417646268,-51.156096344743716
DPE4,98,-8.07329548673878,-34.96807274014247
DPE4,97,-7.930379952256999,-34.883792762880965
DGO2,97,-16.788739707382486,-49.33111435826465
DBR9,97,-23.543662101117448,-46.735699901467754
DPR2,97,-25.37915338396264,-49.18791552800975
XRJ2,96,-22.89513298818943,-43.02353516729001
XCP1,96,-22.78824531829021,-47.183800056764944
XSP9,96,-22.568601888044473,-47.45476822332907
DMG2,96,-19.85437163294749,-44.045175132491906
DSP2,96,-23.43245829397647,-46.58247384858702
DRJ3,96,-22.92579178528998,-43.54062170871833
DPE4,96,-8.228231505110342,-34.990290009817365
DBR9,96,-23.59630093623596,-46.75868031850565
XCP1,96,-22.853144905435872,-47.18574984109026
DSP4,96,-23.651088216681874,-46.50317100907211
DRJ3,95,-22.983913881308222,-43.391438207565855
XCS1,95,-29.024331711982086,-51.17471684396513
DRS5,94,-29.662449011642817,-51.17895762093539
DSP5,94,-22.965392889368403,-47.10362831492651
DCE3,94,-3.8318772344606984,-38.43402007584372
DGO2,94,-16.639199797150766,-49.34745520561983
DPE4,94,-7.942261358508843,-34.90463227225532
DSA8,94,-12.836916447318279,-38.29072096501009
XSJ1,94,-23.28832823237302,-45.9352076012775
DSA8,94,-12.942032634330927,-38.482278874265944
DSP5,93,-22.953549005216665,-47.124649426608826
DBS5,93,-15.879808215571313,-47.977930195838645
DSP5,93,-22.845470509580842,-47.12140933614453
DCE3,93,-3.8885657139207876,-38.66426711603689
XSP9,93,-22.68764829316722,-47.671769058313956
XCP1,93,-22.851037905808585,-47.22842024533111
XCP1,93,-22.811977698721016,-47.14177644337769
DRS5,93,-30.1431893377314,-51.13447168716121
DCE3,93,-3.8293503983569486,-38.60082220388061
DRJ3,92,-22.94375581069338,-43.26137506946572
XSP7,92,-23.21906158095974,-46.76891690072701
DRJ3,92,-22.855862232287453,-43.3022949337072
DES2,91,-20.369526627563676,-40.37186550100054
DGO2,91,-16.69820541627978,-49.09717312865582
DRS5,91,-30.089440239970845,-51.19620197261989
DES2,91,-20.369862158867612,-40.32904299890564
DSP5,91,-22.991138164874524,-47.018877994307104
XCP1,91,-22.829411209700286,-47.22776890149863
DSP2,91,-23.444186992551714,-46.561394079278394
DCE3,91,-3.9750105673828884,-38.51949481351603
DBS5,91,-15.616213584631303,-47.67509608408013
XSP7,90,-23.079541253541276,-46.97874439994831
DPE4,90,-7.8707098401555955,-34.90395902220373
DSA8,90,-12.919282561598463,-38.31303069137577
DBH5,90,-19.991177171468266,-43.96288211574209
DBS5,90,-15.874972922451716,-47.83017263947978
DSP4,90,-23.654918959639467,-46.653301041055734
DRJ3,90,-22.970303901350206,-43.49868173941418
DBS5,90,-16.02657582196322,-48.04544556352743
DRS5,90,-29.732379670983015,-51.16048494911401
DRJ3,90,-23.016980516958103,-43.37072132371124
DPR2,90,-25.516716847281256,-49.320508583307294
DPB3,89,-6.999672941299652,-34.83368597897093
XSJ1,89,-23.185766093885796,-45.80361057293896
XRJ2,89,-22.95087221849728,-42.960292498102184
DSA8,89,-12.953702774834506,-38.503571529218384
DSA8,89,-12.883449900280182,-38.418063207329865
DES2,89,-20.158185951185665,-40.26086434787929
DES2,89,-20.203200794353297,-40.218888517130075
DBR9,89,-23.638636665386485,-46.99549097519071
DPE4,89,-8.228298810882494,-34.948804647636564
DRS5,89,-29.673981641099722,-51.158136743806
DGO2,89,-16.76591677002009,-49.33040308283186
XCS1,89,-29.032392278930423,-51.19629458745647
XCP1,88,-22.80566306661335,-47.269779374954254
DPE4,88,-7.95395974868859,-35.00841216735616
XSP9,88,-22.723436210649645,-47.6088656352203
XSP7,88,-23.06977897697669,-46.95706440204205
DPE4,88,-8.252134713204839,-34.94903070868158
XSP7,88,-23.16013428995269,-46.874178152698484
DSA8,87,-12.907010821076529,-38.41841097267511
XCP1,87,-22.80353594077595,-47.312435217704646
DSA8,87,-12.906801466360724,-38.46063864719147
DPR2,87,-25.43269351697936,-49.1684397526095
DRJ3,87,-22.875418960189982,-43.388815476058284
