Campaign,City,Latitude,Longitude,Target Radius SEARCH,Target Radius DEMAND GENERATION,DeliveryStation
G,Sao Paulo,-23.000613,-47.02099,1,4,DSP5
G,Sao Paulo,-22.957016,-47.021023,1,4,DSP5
G,Sao Paulo,-22.804448,-47.061864,1,4,DSP5
G,Sao Paulo,-22.804457,-47.089014,1,4,DSP5
G,Sao Paulo,-22.826241,-47.048277,1,4,DSP5
G,Sao Paulo,-22.826252,-47.075431,1,4,DSP5
G,Sao Paulo,-22.826258,-47.102585,1,4,DSP5
G,Sao Paulo,-22.848046,-47.061844,1,4,DSP5
G,Sao Paulo,-22.848054,-47.089002,1,4,DSP5
G,Sao Paulo,-22.869838,-47.048252,1,4,DSP5
G,Sao Paulo,-22.869849,-47.075415,1,4,DSP5
G,Sao Paulo,-22.869855,-47.102578,1,4,DSP5
G,Sao Paulo,-22.956996,-46.993843,1,4,DSP5
G,Sao Paulo,-22.935209,-47.007452,1,4,DSP5
G,Sao Paulo,-22.891643,-47.061824,1,4,DSP5
G,Sao Paulo,-22.891651,-47.088991,1,4,DSP5
G,Sao Paulo,-22.978805,-47.007414,1,4,DSP5
G,Sao Paulo,-22.913435,-47.048228,1,4,DSP5
G,Sao Paulo,-22.913446,-47.075399,1,4,DSP5
G,Sao Paulo,-22.913452,-47.102571,1,4,DSP5
G,Sao Paulo,-22.978823,-47.034599,1,4,DSP5
G,Sao Paulo,-22.971534,-47.048195,1,4,DSP5
G,Sao Paulo,-22.971545,-47.075378,1,4,DSP5
G,Sao Paulo,-22.978836,-47.061783,1,4,DSP5
G,Sao Paulo,-22.978845,-47.088968,1,4,DSP5
G,Sao Paulo,-22.971551,-47.102561,1,4,DSP5
G,Sao Paulo,-22.927937,-47.04822,1,4,DSP5
G,Sao Paulo,-22.927948,-47.075394,1,4,DSP5
G,Sao Paulo,-22.935239,-47.061803,1,4,DSP5
G,Sao Paulo,-22.957032,-47.048203,1,4,DSP5
G,Sao Paulo,-22.949741,-47.061797,1,4,DSP5
G,Sao Paulo,-22.957043,-47.075383,1,4,DSP5
G,Sao Paulo,-22.927954,-47.102568,1,4,DSP5
G,Sao Paulo,-22.94975,-47.088975,1,4,DSP5
G,Sao Paulo,-22.797146,-47.048293,1,4,DSP5
G,Sao Paulo,-22.797157,-47.075441,1,4,DSP5
G,Sao Paulo,-22.818937,-47.034704,1,4,DSP5
G,Sao Paulo,-22.818951,-47.061857,1,4,DSP5
G,Sao Paulo,-22.818959,-47.08901,1,4,DSP5
G,Sao Paulo,-23.131411,-47.211396,1,4,DSP5
G,Sao Paulo,-23.109605,-47.224987,1,4,DSP5
G,Sao Paulo,-23.087815,-47.211368,1,4,DSP5
G,Sao Paulo,-23.196752,-47.279509,1,4,DSP5
G,Sao Paulo,-22.935252,-47.116155,1,4,DSP5
G,Sao Paulo,-22.949754,-47.116154,1,4,DSP5
G,Sao Paulo,-22.935248,-47.088979,1,4,DSP5
G,Sao Paulo,-22.957049,-47.102564,1,4,DSP5
G,Sao Paulo,-22.935226,-47.034628,1,4,DSP5
G,Sao Paulo,-22.971498,-46.993829,1,4,DSP5
G,Sao Paulo,-22.971518,-47.021012,1,4,DSP5
G,Sao Paulo,-23.015115,-47.020979,1,4,DSP5
G,Sao Paulo,-22.993307,-47.007401,1,4,DSP5
G,Sao Paulo,-22.993325,-47.034589,1,4,DSP5
G,Sao Paulo,-22.94971,-47.007439,1,4,DSP5
G,Sao Paulo,-22.927922,-47.021045,1,4,DSP5
G,Sao Paulo,-22.949728,-47.034618,1,4,DSP5
G,Sao Paulo,-23.124107,-47.224998,1,4,DSP5
G,Sao Paulo,-23.124122,-47.197784,1,4,DSP5
G,Sao Paulo,-23.10962,-47.197776,1,4,DSP5
G,Sao Paulo,-23.102317,-47.211377,1,4,DSP5
G,Sao Paulo,-23.283913,-47.306855,1,4,DSP5
G,Sao Paulo,-23.276601,-47.320467,1,4,DSP5
G,Sao Paulo,-23.262099,-47.320446,1,4,DSP5
G,Sao Paulo,-23.254786,-47.334055,1,4,DSP5
G,Sao Paulo,-23.276632,-47.293223,1,4,DSP5
G,Sao Paulo,-23.240285,-47.334033,1,4,DSP5
G,Sao Paulo,-23.262131,-47.293204,1,4,DSP5
G,Sao Paulo,-23.25482,-47.306815,1,4,DSP5
G,Sao Paulo,-23.240318,-47.306796,1,4,DSP5
G,Sao Paulo,-23.233006,-47.320404,1,4,DSP5
G,Sao Paulo,-23.218505,-47.320383,1,4,DSP5
G,Sao Paulo,-23.211225,-47.306756,1,4,DSP5
G,Sao Paulo,-23.196723,-47.306737,1,4,DSP5
G,Sao Paulo,-23.189442,-47.293114,1,4,DSP5
G,Sao Paulo,-23.105224,-47.168366,1,4,DSP5
G,Sao Paulo,-23.144881,-47.181128,1,4,DSP5
G,Sao Paulo,-23.278336,-47.255385,1,4,DSP5
G,Sao Paulo,-23.304315,-47.278309,1,4,DSP5
G,Sao Paulo,-22.83834,-46.986471,1,4,DSP5
G,Sao Paulo,-23.055941,-47.208997,1,4,DSP5
G,Sao Paulo,-23.379148,-47.332855,1,4,DSP5
G,Sao Paulo,-22.79922,-47.009728,1,4,DSP5
G,Sao Paulo,-22.919064,-46.969995,1,4,DSP5
G,Sao Paulo,-23.215805,-47.281172,1,4,DSP5
G,Sao Paulo,-23.086433,-47.181797,1,4,DSP5
G,Sao Paulo,-22.893546,-47.148246,1,4,DSP5
G,Sao Paulo,-23.145184,-47.31509,1,4,DSP5
G,Sao Paulo,-22.922834,-47.132975,1,4,DSP5
G,Sao Paulo,-23.003003,-46.990168,1,4,DSP5
G,Sao Paulo,-22.952566,-46.969139,1,4,DSP5
G,Sao Paulo,-22.99685,-47.090561,1,4,DSP5
G,Sao Paulo,-23.066471,-47.172456,1,4,DSP5
G,Sao Paulo,-23.406871,-47.348987,1,4,DSP5
G,Sao Paulo,-23.212486,-47.252322,1,4,DSP5
G,Sao Paulo,-23.06038,-47.219041,1,4,DSP5
G,Sao Paulo,-22.949492,-46.979902,1,4,DSP5
G,Sao Paulo,-22.891702,-46.951298,1,4,DSP5
G,Sao Paulo,-23.302823,-47.305927,1,4,DSP5
G,Sao Paulo,-23.380896,-47.351685,1,4,DSP5
G,Sao Paulo,-23.101465,-47.183602,1,4,DSP5
G,Sao Paulo,-23.159385,-47.177724,1,4,DSP5
G,Sao Paulo,-23.266318,-47.264224,1,4,DSP5
